jednostka,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Jasło,,1009.0,1043.0,1227.0,1429.0,1604.68,2214.22,2376.41,3167.42,3011.57,2420.46,2422.01,2473.46,2761.42,2647.21,3178.57,3497.86,3769.36
Kołaczyce,,1337.0,1361.0,1428.0,1640.0,2040.87,2450.55,2678.05,2744.23,,,,,,,,,
Kołaczyce,,,,,,,,,,2993.23,2864.49,3104.54,3083.46,3488.88,3297.19,4014.27,4317.8,4769.82
Krempna,,1926.0,1783.0,2000.0,2283.0,3185.67,2738.89,3478.07,4389.77,3709.48,3808.29,3775.55,3956.32,4797.41,4504.29,4340.84,4586.16,4971.71
Nowy Żmigród,,1317.0,1340.0,1432.0,1681.0,2108.76,2150.27,2457.52,2556.65,3521.26,2834.62,2739.47,2768.11,3047.54,3368.29,3858.43,4297.59,4674.99
Osiek Jasielski,,1197.0,1243.0,1412.0,1643.0,1954.95,2493.17,2365.73,3772.71,2842.92,2780.73,2579.85,3704.68,3534.95,2848.01,3517.07,3839.79,4259.76
Skołyszyn,,1276.0,1388.0,1425.0,1611.0,1928.83,2317.32,2479.67,2888.32,3163.07,2871.38,2799.4,2857.54,3030.66,3233.85,3680.4,3886.01,4186.43
Szerzyny,,1235.0,,,,,,,,,,,,,,,,
Tarnowiec,,1118.0,1198.0,1341.0,1506.0,1724.82,2130.44,2463.41,2418.31,2430.62,2405.91,2596.95,2410.96,2922.07,2919.8,3568.81,3825.56,4188.74
Powiat krośnieński,,1317.0,1386.0,1442.0,1709.0,1892.11,2071.95,2250.26,2338.12,2538.5,2731.22,2714.79,2737.64,3089.05,3118.58,3618.67,4051.82,4370.78
Chorkówka,,1214.0,1373.0,1396.0,1711.0,1820.87,2100.54,2136.71,2367.31,2404.08,2497.4,2557.14,2728.2,2768.67,3042.08,3727.86,4171.25,4372.53
Dukla,,1307.0,1358.0,1478.0,1893.0,2077.53,2289.74,2449.64,2498.24,3221.41,2934.65,3120.82,2945.07,3438.47,3266.03,3787.12,4471.71,4579.03
Iwonicz-Zdrój,,1557.0,1550.0,1568.0,1679.0,1976.64,2289.9,2428.07,2401.07,2769.81,3117.88,2933.49,2838.04,3211.44,3017.54,3616.46,3932.48,4274.5
Jedlicze,,1273.0,1402.0,1418.0,1620.0,1885.41,2018.32,2145.86,2369.55,2237.13,2340.97,2273.06,2386.64,2699.19,2887.52,3334.5,3716.4,4335.52
Korczyna,,1379.0,1448.0,1530.0,1708.0,1872.72,1992.29,2293.58,2348.49,2522.12,2625.77,2719.04,2851.29,3304.88,3052.51,3616.49,4013.64,4268.63
Krościenko Wyżne,,1233.0,1497.0,1476.0,1647.0,1732.87,1862.28,2012.05,2009.81,2117.15,2441.5,2553.87,2504.06,2861.17,2771.89,3372.78,3856.11,4040.04
Miejsce Piastowe,,1338.0,1293.0,1360.0,1551.0,1796.08,1940.13,2150.89,2206.26,2306.21,2660.87,2612.66,2602.14,2843.64,2948.68,3358.53,3682.2,3812.52
Rymanów,,1357.0,1426.0,1490.0,1811.0,1963.57,2105.51,2412.74,2463.87,2709.55,3198.14,2811.34,3001.58,3393.53,3445.86,3937.3,4416.22,4542.92
Wojaszówka,,1140.0,1168.0,1245.0,1651.0,1699.88,1812.68,1970.36,2036.67,2218.85,2524.12,2594.13,2471.63,2979.82,3074.8,3519.02,3810.46,4648.23
Jaśliska,,,,,,,,,,2372.13,2836.87,3852.65,3490.85,4169.67,4959.27,4260.95,4838.94,6090.74
Powiat sanocki,,1292.0,1316.0,1497.0,1751.0,1920.25,2096.43,2380.82,2392.4,2496.53,2752.27,2885.85,3032.84,3098.25,3202.22,3589.19,4093.6,4446.93
Sanok,,1268.0,1346.0,1491.0,1740.0,1896.8,1996.26,2245.16,2084.77,2265.86,2644.97,2609.18,2723.12,2860.64,3156.23,3456.3,4080.64,4381.06
Besko,,1324.0,1359.0,1617.0,1720.0,1915.86,2121.28,2267.19,2781.16,3146.91,3397.9,3592.05,3257.26,3297.39,3208.86,3856.15,4226.72,4755.51
Bukowsko,,1452.0,1531.0,1860.0,2095.0,2304.28,2452.59,3506.92,2942.8,3190.5,3539.14,3410.13,3620.99,3575.6,3413.78,4190.73,4728.62,4882.11
Komańcza,,1493.0,1382.0,1564.0,1919.0,2046.46,2369.2,2760.01,2689.53,2510.27,2921.07,2892.11,3469.61,3082.09,2997.51,3475.92,3673.23,3660.49
Sanok,,1117.0,1053.0,1342.0,1555.0,1799.04,1949.15,2267.79,2349.04,2420.84,2377.53,2753.24,2904.55,2851.83,3098.87,3576.07,3967.98,4292.81
Tyrawa Wołoska,,1628.0,1577.0,1703.0,2268.0,2332.89,2489.37,2991.1,3468.01,3210.2,3254.13,3450.82,3658.71,3656.67,3869.28,4128.71,4839.22,5285.11
Zagórz,,1348.0,1345.0,1463.0,1728.0,1969.18,2086.95,2340.14,2221.57,2485.88,2801.57,3289.6,3458.18,3752.34,3439.62,3674.71,4064.91,4928.76
Zarszyn,,1349.0,1388.0,1507.0,1797.0,1802.29,2356.11,2292.54,3130.3,2763.64,2876.35,2966.85,3158.89,3155.06,3096.69,3501.6,4036.82,4138.15
Powiat leski,,1698.0,1724.0,1975.0,2149.0,2529.32,2506.14,2777.71,3198.34,3447.11,3475.89,3720.94,3485.15,3901.79,3827.93,4106.6,4971.99,4985.82
Baligród,,1492.0,1496.0,1812.0,1933.0,2259.52,2445.12,2668.53,3423.07,3474.4,3691.54,4363.49,3719.35,3569.53,3689.83,4012.88,4659.76,5017.55
Cisna,,1904.0,2109.0,4184.0,3244.0,3603.89,3891.32,4428.52,4757.82,4145.15,5402.8,5204.35,4816.54,5576.69,5100.95,6092.39,6239.35,6908.3
Lesko,,1278.0,1340.0,1444.0,1814.0,2326.77,1964.54,2345.51,2339.04,3272.98,2944.72,3059.07,2961.58,3436.94,3648.81,3617.67,4137.16,4109.0
Olszanica,,1691.0,1515.0,1608.0,1773.0,2064.62,2294.15,2460.3,3027.96,2570.57,2971.41,3058.78,3085.79,3187.84,3067.52,3413.17,3876.89,4269.65
Solina,,2700.0,2814.0,2908.0,3056.0,3266.59,3527.33,3577.41,4616.71,4423.28,4358.99,4918.62,4417.98,5239.98,4599.08,5209.71,7558.69,6877.0
Powiat m.Krosno,,2688.0,2442.0,2762.0,3129.0,3661.02,3728.86,4310.99,4208.41,4644.43,5308.92,5475.6,5706.26,6215.97,6390.43,6267.82,6123.07,7001.93
Krosno,,2688.0,2442.0,2762.0,3129.0,3661.02,3728.86,4310.99,4208.41,4644.43,5308.92,5475.6,5706.26,6215.97,6390.43,6267.82,6123.07,7001.93
Powiat jarosławski,,1342.0,1361.0,1573.0,1758.0,1853.18,2069.81,2290.89,2445.28,2600.36,2802.65,2784.35,2868.11,2941.28,3007.05,3632.07,3937.58,4462.95
Jarosław,,1313.0,1255.0,1693.0,1838.0,1844.34,2034.38,2199.47,2274.46,2253.87,2500.44,2608.87,2827.42,2997.53,3059.65,3551.16,3783.58,4157.02
Radymno,,1206.0,1269.0,1353.0,1696.0,1755.76,2105.57,2385.37,2433.23,2612.59,2513.66,2774.02,3363.58,3311.64,2910.22,3663.44,3976.1,5477.68
Chłopice,,1469.0,1631.0,1589.0,1728.0,1757.66,2001.41,2194.52,2271.11,2275.67,2899.79,2816.86,2713.96,2887.4,3399.27,3552.98,3844.9,3913.11
Jarosław,,1300.0,1330.0,1431.0,1525.0,1720.58,1951.67,2185.72,2372.73,2502.72,3006.93,2641.99,2648.12,2716.81,2644.1,3382.38,3562.23,4141.16
Laszki,,1455.0,1374.0,1483.0,1740.0,1952.51,2142.89,2365.01,2517.41,2519.51,2613.53,3265.3,2885.2,2918.18,3073.79,3765.45,4266.98,5161.07
Pawłosiów,,1252.0,1259.0,1632.0,1649.0,1738.81,1949.01,2098.19,2138.12,2320.43,2283.88,2600.68,2374.51,2544.89,2837.64,3220.95,3469.38,3864.97
Pruchnik,,1424.0,1516.0,1569.0,1968.0,1990.19,2255.91,2434.93,2610.14,3071.74,,,,,,,,
Pruchnik,,,,,,,,,,,3397.51,2936.9,3062.46,3341.63,3362.35,4006.81,4654.61,5773.3
Radymno,,1342.0,1390.0,1494.0,1645.0,1822.99,2028.92,2455.41,2795.32,3434.54,2855.22,2885.1,3010.81,3055.4,2962.65,3610.9,4114.89,4710.96
Rokietnica,,1688.0,1634.0,1639.0,1929.0,1960.01,2221.59,2360.06,2568.34,2559.91,2785.28,2966.68,2870.21,2687.73,2883.46,3867.94,4096.93,4485.35
Roźwienica,,1350.0,1429.0,1543.0,1806.0,1935.04,2253.3,2474.85,2722.17,2981.19,3803.23,3282.09,3195.77,3125.7,3055.95,4026.64,4305.0,4459.52
Wiązownica,,1280.0,1449.0,1490.0,1715.0,1980.69,2112.35,2417.14,2715.53,2895.93,3101.87,2809.46,2957.35,2701.0,2944.44,3825.81,3999.89,4281.92
Powiat lubaczowski,,1361.0,1409.0,1570.0,1807.0,2047.77,2330.11,2551.42,2622.21,2999.09,3248.71,3314.19,3431.53,3657.37,3544.46,3884.63,4448.62,5058.04
Lubaczów,,1312.0,1276.0,1347.0,1539.0,1691.94,1979.35,2018.42,2062.62,2230.78,2542.19,2514.6,2972.76,3172.07,3142.76,3579.36,4066.5,4694.41
Cieszanów,,1460.0,1468.0,1721.0,1935.0,2410.43,3139.77,3123.73,2882.49,3176.8,3788.38,3345.23,3489.14,3841.15,3478.63,3818.41,4620.25,5135.29
Horyniec-Zdrój,,1376.0,1485.0,1714.0,1864.0,2175.25,2505.12,2792.96,2678.44,2903.55,3740.83,3532.09,3941.34,4695.49,4560.71,4507.54,4325.66,5318.41
Lubaczów,,1419.0,1562.0,1581.0,1886.0,2122.18,2331.82,2668.22,2645.59,3465.35,3696.07,3110.74,3733.33,3719.1,3478.61,3806.12,4672.63,5247.68
Narol,,1327.0,1366.0,1468.0,1622.0,1944.63,2154.7,2412.72,2878.44,3298.28,3067.02,3696.46,3533.13,3628.65,3554.28,3987.12,4273.37,4695.01
Oleszyce,,1323.0,1455.0,1582.0,1713.0,1956.56,2234.47,2705.94,2691.39,3139.29,3347.59,3858.49,3036.41,3246.35,3285.37,3850.7,4404.68,4901.9
Stary Dzików,,1452.0,1438.0,1997.0,2557.0,2525.76,2491.0,2867.74,3216.45,3487.45,3519.76,4038.21,3777.77,4236.7,4120.29,4288.34,5149.33,6111.57
Wielkie Oczy,,1211.0,1250.0,1485.0,1849.0,1981.62,2067.0,2284.45,2442.15,2713.0,2708.59,3477.49,3498.77,3497.29,3599.47,3778.91,4609.24,5140.45
Powiat przemyski,,1366.0,1436.0,1617.0,1980.0,2111.01,2273.25,2565.43,2704.06,2835.68,2975.69,2999.45,3028.54,3409.72,3345.88,3861.9,4368.57,4587.1
Bircza,,1494.0,1643.0,1689.0,2079.0,2208.5,2458.09,2923.4,3380.0,3187.4,3190.95,3940.14,3511.58,3927.0,3620.23,4349.96,5092.81,5375.13
Dubiecko,,1285.0,1519.0,1603.0,1932.0,2080.05,2345.95,2704.54,2730.12,2878.63,3289.86,3135.66,3701.42,3309.45,3205.19,3993.08,4308.46,4713.34
Fredropol,,1486.0,1466.0,1821.0,2113.0,2450.46,2300.55,2753.33,3168.4,3480.15,4009.48,3516.84,3702.47,3263.18,3800.03,4053.88,4374.84,4392.97
Krasiczyn,,1250.0,1385.0,1585.0,1965.0,2095.94,2228.96,2506.32,2511.18,2585.93,2486.85,2649.78,2884.66,2893.99,2987.96,3861.33,4240.91,4712.82
Krzywcza,,1343.0,1387.0,1598.0,1972.0,2065.25,2333.68,2525.43,2541.67,2832.18,2929.43,2626.2,2700.97,3481.5,3505.09,3832.79,4036.36,4756.24
Medyka,,1436.0,1485.0,1910.0,2597.0,2272.42,2352.36,2801.95,3079.07,3124.78,2811.23,3137.48,3044.09,3819.03,3576.03,3916.39,4699.74,4296.52
Orły,,1390.0,1409.0,1431.0,2166.0,2265.73,2086.08,2302.73,2369.57,2452.6,2894.24,2925.92,2826.99,4843.35,3431.69,3896.31,4427.14,4630.56
Przemyśl,,1194.0,1219.0,1473.0,1646.0,1926.33,2140.42,2412.42,2467.39,2920.46,2552.16,2644.29,2558.84,2852.75,3106.43,3509.04,3839.62,4232.63
Stubno,,1498.0,1509.0,1687.0,1725.0,2029.46,2293.92,2587.33,2892.1,3156.45,3802.09,3396.26,3627.88,3451.03,4138.33,4394.07,4994.67,4906.82
Żurawica,,1393.0,1415.0,1586.0,1810.0,1936.32,2280.74,2394.97,2421.88,2382.58,2587.67,2594.04,2489.92,2691.6,2964.87,3517.07,4249.48,4373.97
Powiat przeworski,,1341.0,1400.0,1497.0,1707.0,1837.04,2056.76,2219.17,2481.25,2617.19,2839.58,2782.53,2878.97,3072.67,3147.78,3700.41,4243.16,4888.34
Przeworsk,,1256.0,1371.0,1561.0,1717.0,1816.54,1926.46,2054.89,2176.07,2388.92,2582.68,2620.71,2966.77,3021.35,3034.38,3618.5,3957.17,4469.12
Adamówka,,1448.0,1610.0,2182.0,2320.0,2218.38,2458.43,2574.87,2667.39,2952.73,2907.87,3341.82,3253.24,4115.63,3477.43,4047.79,4617.61,5600.19
Gać,,1380.0,1520.0,1504.0,1617.0,1790.64,1931.84,2104.21,2348.86,2475.31,2663.25,2700.84,3102.46,3139.13,3199.22,4054.69,4736.86,5615.11
Jawornik Polski,,1432.0,1412.0,1470.0,1758.0,1991.35,2124.14,2371.85,2621.09,2741.23,3152.86,2891.61,3045.05,3757.24,4051.18,4016.25,4874.16,7436.98
Kańczuga,,1167.0,1323.0,1342.0,1527.0,1621.34,1850.58,2143.75,2306.82,2141.63,2453.35,2541.93,2614.01,2928.85,2803.4,3466.08,3998.64,4165.68
Przeworsk,,1495.0,1276.0,1294.0,1497.0,1627.4,1812.93,1964.46,1994.76,2241.31,2455.03,2264.04,2371.32,2469.05,2667.6,3342.36,3861.08,4333.94
Sieniawa,,1376.0,1649.0,1542.0,1903.0,2021.84,2418.13,2667.48,3656.82,3760.14,3568.12,3839.69,3513.87,3560.52,3981.28,4391.91,5289.88,5830.58
Tryńcza,,1353.0,1404.0,1370.0,1943.0,2091.83,2519.65,2395.53,2949.3,2645.67,3849.51,3212.89,3092.3,3252.11,3183.94,3652.8,4195.63,4640.24
Zarzecze,,1337.0,1400.0,1751.0,1640.0,1924.23,2128.91,2363.14,2656.99,3394.9,2869.01,2754.12,2858.72,2917.56,3341.13,3781.96,4182.12,5094.21
Powiat m.Przemyśl,,2364.0,2189.0,2460.0,2659.0,2868.8,3254.58,3375.44,3581.48,4738.49,6665.95,5080.88,5387.41,5642.9,5292.0,5448.78,5853.68,6531.12
Przemyśl,,2364.0,2189.0,2460.0,2659.0,2868.8,3254.58,3375.44,3581.48,4738.49,6665.95,5080.88,5387.41,5642.9,5292.0,5448.78,5853.68,6531.12
Powiat kolbuszowski,,1301.0,1323.0,1532.0,1774.0,1965.78,2142.67,2294.03,2565.17,2843.06,2912.57,3034.82,2967.69,2992.53,3098.75,3738.91,4093.17,4482.4
Cmolas,,1410.0,1410.0,2055.0,1836.0,2092.94,2317.1,2386.35,2804.4,2989.05,2751.76,2990.74,3019.07,3230.59,3016.55,3804.33,3981.87,4297.87
Kolbuszowa,,1251.0,1224.0,1364.0,1540.0,1828.44,2056.69,2205.24,2256.79,2495.31,2737.93,2837.47,2858.94,2745.36,3015.33,3494.41,3880.0,4283.66
Majdan Królewski,,1340.0,1386.0,1576.0,2427.0,2103.53,2079.91,2306.82,2521.07,2882.45,3214.03,2767.16,2894.89,3195.69,3085.78,3870.61,4142.31,4162.98
Niwiska,,1286.0,1300.0,1505.0,1850.0,1992.34,2170.6,2360.62,3096.99,3365.67,2899.02,3420.35,3068.48,3376.47,3486.01,4254.09,4625.32,5358.28
Raniżów,,1320.0,1530.0,1456.0,1644.0,2012.43,2167.53,2338.28,2600.7,2810.94,3243.84,3282.97,3078.01,2957.83,2973.56,3749.25,4245.67,4643.52
Dzikowiec,,1283.0,1279.0,1573.0,1687.0,2050.55,2298.53,2390.5,2986.02,3494.82,2971.22,3624.8,3217.59,3015.73,3318.85,3901.64,4308.39,4967.72
Powiat łańcucki,,1348.0,1390.0,1514.0,1734.0,1864.35,2111.63,2263.58,2394.77,2468.76,2647.43,2805.73,2855.9,3064.76,3124.25,3768.4,4162.98,4588.39
Łańcut,,1439.0,1414.0,1688.0,1832.0,1982.69,2224.12,2372.58,2280.29,2359.53,2604.52,2628.25,2853.06,3034.34,3132.82,3896.8,4141.0,4731.15
Białobrzegi,,1230.0,1429.0,1420.0,1826.0,1799.39,2351.6,2374.42,2454.39,2346.02,2609.11,2857.39,2798.19,2900.34,3146.6,3520.78,3979.52,4508.16
Czarna,,1270.0,1362.0,1640.0,1822.0,1709.15,2105.54,2284.76,2817.64,2953.49,2539.93,2905.24,3132.32,3494.48,3491.31,4044.21,4576.82,4918.38
Łańcut,,1239.0,1207.0,1273.0,1481.0,1708.17,1853.18,1992.42,2209.14,2201.67,2580.6,2719.95,2709.41,2800.04,2772.67,3567.9,4068.08,4440.96
Markowa,,1564.0,1319.0,1649.0,1758.0,1995.75,2094.02,2333.58,2259.34,2409.78,2702.77,2951.48,2656.05,3038.02,2963.16,3785.23,4081.97,4362.18
Rakszawa,,1321.0,1670.0,1452.0,1665.0,2007.51,2152.55,2334.05,2425.05,2539.69,2630.89,2803.31,2905.68,3220.14,3533.79,3980.87,4233.45,4554.14
Żołynia,,1514.0,1638.0,1618.0,2028.0,2064.46,2286.03,2484.35,2608.71,2922.51,3150.49,3175.98,3071.73,3316.58,3278.43,3668.98,4051.14,4478.69
Powiat ropczycko-sędziszowski,,1360.0,1348.0,1466.0,1653.0,2051.04,2072.04,2198.69,2455.98,3052.34,3103.84,3068.72,3062.56,3271.35,3282.08,4057.4,4600.68,5013.02
Iwierzyce,,1195.0,1395.0,1511.0,1613.0,1780.6,1925.04,2034.13,2190.11,3255.5,2637.37,2977.75,2779.61,2760.41,2928.43,3781.33,4409.97,4600.45
Ostrów,,2512.0,2005.0,2146.0,2075.0,2166.15,2516.59,2782.33,3106.14,6700.75,6924.4,5639.4,5531.52,6020.44,6009.3,6758.55,7608.06,9230.03
Ropczyce,,1219.0,1332.0,1426.0,1658.0,2143.54,1947.14,2114.92,2566.45,2545.57,2786.13,2784.97,2790.33,3183.46,3035.57,3681.77,4148.75,4441.49
Sędziszów Małopolski,,1276.0,1194.0,1297.0,1517.0,2017.71,2110.91,2123.41,2110.49,2501.4,2566.55,2668.65,2740.85,2729.85,2815.34,3649.13,4182.83,4218.99
Wielopole Skrzyńskie,,1225.0,1233.0,1453.0,1697.0,1997.93,2121.49,2333.04,2752.63,2947.4,2803.88,2980.43,2989.07,3184.89,3375.63,4358.33,4832.98,5854.46
Powiat rzeszowski,,1297.0,1385.0,1445.0,1650.0,1889.42,2210.55,2302.56,2508.6,2906.42,2747.11,2687.03,2854.94,3078.13,3129.88,3708.3,4202.34,5002.86
Dynów,,1316.0,1564.0,1757.0,1824.0,2193.69,2375.17,2710.28,2296.42,3254.92,2825.6,3092.55,2890.46,3590.73,3474.29,3852.73,4170.11,5109.26
Błażowa,,1255.0,1372.0,1373.0,1707.0,1832.53,2124.34,2169.9,2453.91,3079.7,3002.94,2597.73,2731.01,2752.63,3048.02,3608.87,3921.34,4868.25
Boguchwała,,1151.0,1330.0,1351.0,1694.0,1742.5,1856.33,,,,,,,,,,,
Boguchwała,,,,,,,,2040.75,2507.33,2606.47,2255.93,2408.31,2575.58,2960.56,3221.73,3504.99,3991.37,4359.67
Chmielnik,,1319.0,1745.0,1622.0,1620.0,1941.33,2228.88,2434.94,2485.93,2986.37,3031.9,2695.71,2833.5,3032.67,2958.31,3627.16,4252.43,4961.54
Dynów,,1240.0,1281.0,1512.0,1597.0,1885.47,2064.69,2279.23,2412.99,2701.59,2847.67,2685.16,2791.85,2919.79,3002.05,3587.84,3885.77,4264.15
Głogów Małopolski,,1376.0,1413.0,1388.0,1688.0,1855.46,1968.25,2360.02,2480.57,3042.58,3026.59,2640.4,2898.28,3080.99,3453.81,3727.85,4108.06,5186.93
Hyżne,,1265.0,1460.0,1626.0,1731.0,1876.44,2648.22,2222.85,2364.52,2601.59,3100.66,2786.25,2832.87,3055.8,3057.25,3645.28,3871.81,4761.99
Kamień,,1298.0,1666.0,1770.0,1823.0,2441.77,2443.25,2737.34,2863.74,4496.26,3996.21,3280.46,3657.32,3821.19,3911.14,4536.28,5520.3,6849.43
Krasne,,1423.0,1465.0,1523.0,1713.0,2046.56,2239.49,2200.44,2731.58,2728.17,2413.05,2537.89,2538.43,2911.76,2930.97,3545.41,4194.61,4965.94
Lubenia,,1198.0,1257.0,1322.0,1379.0,1671.25,1863.94,1989.81,2390.07,3389.03,2469.47,2780.71,3213.18,2675.61,2617.7,3275.63,3681.42,4272.17
Sokołów Małopolski,,1416.0,1386.0,1527.0,1671.0,1986.77,2285.82,2548.06,2580.11,2671.15,2806.5,2900.2,3482.2,3340.15,3310.33,4089.59,4610.66,5150.19
Świlcza,,1241.0,1236.0,1352.0,1566.0,1742.44,2108.79,2272.08,2217.92,2512.27,2555.15,2722.62,2684.82,2828.31,2835.9,3607.44,4136.17,4461.45
Trzebownisko,,1383.0,1321.0,1412.0,1616.0,2017.68,3024.6,2522.24,3007.49,3120.76,2409.44,2617.3,2636.66,3478.95,3090.67,3754.66,4280.75,6011.49
Tyczyn,,1229.0,1348.0,1282.0,1541.0,1710.04,1913.45,1986.49,2108.58,2509.23,2849.24,2504.61,2712.06,2621.11,2765.41,3602.71,4231.2,4510.15
Powiat strzyżowski,,1229.0,1304.0,1399.0,1568.0,1952.69,2060.2,2188.43,2303.09,2766.35,2955.34,2707.57,2823.14,2852.69,2888.66,3547.0,4025.36,4588.1
Czudec,,1305.0,1493.0,1427.0,1615.0,1805.76,2010.35,2242.97,2410.58,2957.81,3634.86,2804.89,2697.59,2753.51,2976.91,3726.17,4031.13,4908.81
Frysztak,,1310.0,1390.0,1448.0,1615.0,2006.27,2176.88,2225.22,2342.7,3416.58,2940.51,2756.07,2916.36,2780.08,2766.73,3479.15,4093.32,4666.87
Niebylec,,1238.0,1263.0,1400.0,1568.0,1851.94,1970.98,2167.22,2274.69,2478.37,2539.36,2461.79,2700.83,2895.23,2737.81,3492.24,4111.93,4594.9
Strzyżów,,1149.0,1200.0,1365.0,1515.0,2051.41,2065.01,2074.88,2130.44,2528.28,2849.08,2653.72,2860.88,2691.98,2717.56,3419.09,3880.97,4253.96
Wiśniowa,,1207.0,1242.0,1384.0,1574.0,1971.47,2081.24,2372.97,2566.14,2640.64,2818.08,2956.62,2944.0,3433.95,3545.1,3769.29,4185.71,4865.28
Powiat m.Rzeszów,,2237.0,2188.0,2387.0,2695.0,3173.02,3463.53,3939.28,3622.65,3908.55,3995.36,4863.29,5189.88,5277.35,5473.38,5658.36,6145.78,6979.34
Rzeszów,,2237.0,2188.0,2387.0,2695.0,3173.02,3463.53,3939.28,3622.65,3908.55,3995.36,4863.29,5189.88,5277.35,5473.38,5658.36,6145.78,6979.34
Powiat dębicki,,1292.0,1390.0,1532.0,1752.0,1976.47,2219.95,2451.51,2547.22,2944.35,2856.85,2863.67,2916.13,3050.63,3168.27,3733.21,4109.51,4479.38
Dębica,,1320.0,1404.0,1560.0,1727.0,1959.0,2097.56,2361.97,2346.68,2597.01,2651.75,2710.29,2771.57,2945.44,2958.46,3581.84,4156.16,4430.99
Brzostek,,1314.0,1310.0,1455.0,1727.0,2107.56,2304.23,2622.57,,,,,,,,,,
Brzostek,,,,,,,,,2700.48,3314.47,2908.67,3186.64,3211.67,3392.17,3828.23,4133.8,4479.43,4494.4
Czarna,,1281.0,1475.0,1510.0,1973.0,2021.0,2339.17,2485.3,2932.66,2733.2,2713.27,2915.32,2925.07,2928.6,3022.9,3713.54,3930.03,4551.11
Dębica,,1371.0,1496.0,1662.0,1907.0,2062.45,2437.65,2879.58,2682.19,3140.43,3122.95,2937.73,3184.11,3201.33,3134.15,3873.75,4066.01,4520.76
Jodłowa,,1211.0,1274.0,1329.0,1499.0,1725.45,2198.91,2150.04,2451.05,3316.23,3181.31,3030.4,2967.38,3079.63,3133.45,3832.66,4176.24,4492.37
Pilzno,,1207.0,1297.0,1492.0,1589.0,1891.81,2234.78,2282.29,2596.07,3022.9,3160.36,3010.25,2926.71,3222.06,3461.45,3740.55,4041.76,4474.63
Żyraków,,1179.0,1319.0,1436.0,1692.0,1925.96,2052.96,2139.36,2466.19,3382.19,2640.12,2639.78,2593.52,2680.74,3075.13,3570.1,3916.83,4482.2
Powiat leżajski,,1335.0,1349.0,1475.0,1708.0,1956.91,2054.9,2221.21,2527.31,2676.12,2802.34,2733.18,2814.53,2920.78,2937.41,3511.87,3981.26,4485.81
Leżajsk,,1375.0,1330.0,1609.0,1772.0,1861.66,2046.95,2143.27,2413.28,2330.41,2479.34,2421.68,2853.94,2591.17,2816.57,3252.41,3561.08,3824.25
Grodzisko Dolne,,1266.0,1320.0,1357.0,1466.0,1760.53,1917.5,2256.42,2471.75,2767.85,3806.6,2940.42,2940.04,2909.36,2779.81,3474.95,4097.47,5050.96
Kuryłówka,,1312.0,1381.0,1569.0,1915.0,2307.59,2223.14,2456.49,2886.13,3401.2,3403.53,3168.7,3153.04,3430.48,3670.5,3829.75,4372.33,4698.53
Leżajsk,,1382.0,1334.0,1431.0,1612.0,1944.39,2078.92,2265.6,2507.31,2963.26,2841.78,2731.26,2793.81,2894.14,2828.26,3627.83,4152.12,4698.26
Nowa Sarzyna,,1300.0,1379.0,1450.0,1793.0,2014.49,2045.47,2155.99,2548.28,2418.75,2449.61,2750.43,2671.2,3032.23,2984.5,3502.74,3947.33,4446.46
Powiat mielecki,,1303.0,1357.0,1496.0,1673.0,1934.08,2072.51,2270.43,2390.46,2938.91,2707.18,2758.92,2806.97,3012.23,3078.14,3670.0,4119.59,4719.82
Mielec,,1257.0,1308.0,1484.0,1605.0,1890.21,1959.77,2227.98,2347.44,2590.52,2553.25,2738.92,2780.09,3077.36,3232.43,3811.06,4229.18,4956.34
Borowa,,1252.0,1281.0,1390.0,1571.0,2000.79,2032.52,2240.86,2393.69,3028.26,2893.45,2978.5,2669.98,2756.7,2894.33,3271.36,3626.21,4060.48
Czermin,,1258.0,1307.0,1422.0,1893.0,1930.84,2146.78,2256.4,2390.17,4022.15,2900.0,2805.38,2649.98,2813.42,2859.88,3458.31,3848.99,4267.35
Gawłuszowice,,1439.0,1477.0,1530.0,1723.0,1868.45,2097.48,2267.81,2527.96,3870.97,3428.15,2715.03,2510.64,3072.34,2860.76,3453.68,3769.89,4088.18
Mielec,,1323.0,1451.0,1515.0,1655.0,1854.35,1982.28,2124.69,2165.9,3426.2,2481.59,2701.12,2612.35,2995.0,2906.52,3349.95,3631.79,3945.05
Padew Narodowa,,1345.0,1414.0,1617.0,1734.0,2017.0,2342.85,2634.28,2243.04,2851.42,2852.29,2852.0,2683.74,2873.7,2805.07,3590.75,3997.77,5811.87
Przecław,,1267.0,1353.0,1362.0,1683.0,1867.63,2026.6,2214.61,2424.69,,,,,,,,,
Przecław,,,,,,,,,,3073.56,2777.81,2684.54,2667.45,2865.65,2856.42,3536.68,4428.22,4746.04
Radomyśl Wielki,,1540.0,1399.0,1472.0,1805.0,2186.2,2361.06,2441.87,2655.36,2983.21,2966.19,2907.55,3209.84,3188.72,3243.99,3919.58,4252.78,4819.93
Tuszów Narodowy,,1298.0,1396.0,1553.0,1817.0,1921.79,2341.21,2286.93,2567.4,2703.12,2965.42,2603.89,3304.79,2983.69,2977.14,3606.42,4391.96,4601.42
Wadowice Górne,,1265.0,1522.0,1804.0,1680.0,1991.94,2171.79,2385.77,2447.47,3560.47,2796.21,2759.9,2739.86,2895.16,2892.18,3534.96,3904.12,4455.19
